Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
тряпье;1.1.3.2.6.7.2.;1.1.3.2.7.2.2.1.1.1.;1.1.3.2.7.2.2.1.1.2.2.;;;;
трясина;1.1.2.2.3.2.2.2.;1.2.1.1.2.7.3.;;;;;
тряска;1.2.1.1.3.3.2.1.;;;;;;
трясогузка;1.1.1.2.2.1.3.3.;;;;;;
трясогузочка;1.1.1.2.2.1.3.3.;;;;;;
трясти;2.3.7.1.3.;;;;;;
трястись;2.3.2.2.2.3.5.1.;2.3.3.1.2.3.1.3.4.2.;2.3.3.1.3.1.2.3.;2.3.3.2.1.7.3.1.;;;
трясун;1.1.1.2.1.1.1.2.2.1.2.1.2.;1.2.1.5.1.2.1.2.3.;;;;;
трясучка;1.2.1.1.4.2.2.3.2.1.;1.2.1.1.4.2.2.3.3.2.1.1.;;;;;
туалет;1.1.3.2.2.4.3.2.;1.1.3.2.7.2.1.;1.1.3.2.7.3.3.2.;1.2.1.6.4.3.2.2.3.;;;
туба;1.1.3.2.7.3.2.2.1.2.;1.1.3.2.11.2.2.2.;;;;;
туберкулез;1.2.1.1.4.2.2.3.3.2.1.1.;;;;;;
туберкулезник;1.1.1.2.1.1.1.2.4.2.4.5.1.2.;1.1.1.2.1.1.1.2.5.7.2.;;;;;
туберкулезница;1.1.1.2.1.1.1.2.5.7.2.;;;;;;
тубероза;1.1.1.3.1.2.2.3.1.;;;;;;
тувинка;1.1.1.2.1.1.2.2.1.2.;;;;;;
тувинцы;1.1.1.2.1.1.2.2.1.2.;;;;;;
тугодум;1.1.1.2.1.1.1.2.2.2.1.2.;;;;;;
тугодумка;1.1.1.2.1.1.1.2.2.2.1.2.;;;;;;
тугоухость;1.2.1.1.4.2.2.3.3.2.1.3.1.;;;;;;
тугрик;1.1.3.2.10.2.1.1.2.;;;;;;
туес;1.1.3.2.7.3.2.2.1.2.;;;;;;
туесок;1.1.3.2.7.3.2.2.1.2.;;;;;;
туесочек;1.1.3.2.7.3.2.2.1.2.;;;;;;
тужить;2.3.2.2.3.4.1.;;;;;;
тужиться;2.3.1.8.;;;;;;
тужурка;1.1.3.2.7.2.2.1.1.3.1.1.2.;;;;;;
тужурочка;1.1.3.2.7.2.2.1.1.3.1.1.2.;;;;;;
туз;1.1.1.2.1.1.1.2.3.3.2.2.1.;1.1.3.2.11.1.4.2.;;;;;
туземец;1.1.1.2.1.1.1.2.1.2.2.;;;;;;
туземка;1.1.1.2.1.1.1.2.1.2.2.;;;;;;
тузик;1.1.1.2.2.1.2.3.2.1.4.;;;;;;
тузлук;1.1.3.2.6.5.9.;;;;;;
тук;1.1.3.2.6.1.4.;1.1.3.2.7.1.1.2.2.4.3.;;;;;
тукать;2.2.4.1.2.1.2.;2.2.4.2.2.2.;;;;;
тукнуть;2.2.5.;;;;;;
тулейка;1.1.3.2.7.2.4.5.;;;;;;
туловище;1.1.1.2.4.1.1.;1.1.3.4.3.1.;;;;;
тулово;1.1.1.2.4.1.1.;;;;;;
тулуп;1.1.3.2.7.2.2.1.1.3.1.1.2.;1.1.3.2.7.2.2.1.1.3.2.2.1.;;;;;
тулупчик;1.1.3.2.7.2.2.1.1.3.1.1.2.;1.1.3.2.7.2.2.1.1.3.2.2.1.;;;;;
тулья;1.1.3.2.7.2.4.5.;;;;;;
тумак;1.2.1.3.2.4.2.7.4.;;;;;;
туман;1.1.2.2.2.3.3.3.;1.1.3.2.10.2.1.1.3.3.;1.2.1.1.4.3.1.2.2.;1.2.1.3.1.2.3.2.;;;
туманить;2.3.2.1.2.3.;;;;;;
туманность;1.1.2.1.2.2.2.;1.1.2.2.2.3.3.3.;;;;;
тумба;1.1.1.2.1.1.1.2.5.5.;1.1.3.2.3.6.7.;1.1.3.2.3.6.8.;1.1.3.2.7.3.3.2.;1.1.3.2.7.3.3.4.;;
тумбочка;1.1.3.2.3.6.9.1.;1.1.3.2.7.3.3.2.;;;;;
тунгуска;1.1.1.2.1.1.2.2.1.2.;;;;;;
тунгусы;1.1.1.2.1.1.2.2.1.2.;;;;;;
тундра;1.1.2.2.2.2.1.;;;;;;
тунец;1.1.1.2.2.1.5.3.;1.1.3.2.7.1.1.2.2.5.5.1.;;;;;
тунеядец;1.1.1.2.1.1.1.2.2.2.3.1.13.;;;;;;
тунеядка;1.1.1.2.1.1.1.2.2.2.3.1.13.;;;;;;
тунеядство;1.2.1.3.2.4.2.2.;;;;;;
тунеядствова;2.3.3.1.4.5.;;;;;;
тунеядствовать;2.3.3.1.3.3.1.;;;;;;
туника;1.1.3.2.7.2.2.1.1.3.1.2.1.;1.1.3.2.7.2.2.1.1.3.1.2.2.1.1.2.;1.1.3.2.7.2.2.1.1.3.2.4.;;;;
туниска;1.1.1.2.1.1.2.2.1.2.;;;;;;
тунисцы;1.1.1.2.1.1.2.2.1.2.;;;;;;
туннель;1.1.3.2.2.5.3.;;;;;;
тупеть;2.3.2.2.4.1.;2.4.2.1.1.;;;;;
тупик;1.1.3.1.2.4.3.;1.1.3.1.4.2.4.2.;1.2.1.1.2.4.5.;;;;
тупить;2.4.2.1.1.;;;;;;
тупиться;2.4.2.1.1.;;;;;;
тупица;1.1.1.2.1.1.1.2.2.2.1.2.;;;;;;
тупичок;1.1.3.1.2.4.3.;;;;;;
тупость;1.2.1.3.1.3.;;;;;;
тур;1.1.1.2.2.1.2.4.2.;;;;;;
тур;1.2.1.2.3.1.3.1.;1.2.1.5.2.1.3.3.4.2.2.;1.2.1.6.4.4.1.2.5.1.;;;;
тура;1.1.3.2.11.1.4.1.;;;;;;
турагентство;1.1.3.3.1.2.6.5.;;;;;;
турбаза;1.1.3.3.1.2.6.5.;;;;;;
турбина;1.1.3.2.3.2.2.3.3.;;;;;;
турбинщик;1.1.1.2.1.1.1.2.4.2.7.1.2.1.1.;1.1.1.2.1.1.1.2.4.2.7.1.2.1.3.1.;;;;;
турбовоз;1.1.3.2.5.2.1.1.;;;;;;
турбогенератор;1.1.3.2.3.2.2.3.3.;;;;;;
турбостроение;1.2.1.5.2.1.2.1.3.3.;1.2.1.6.4.3.3.2.4.2.2.;;;;;
турбостроитель;1.1.1.2.1.1.1.2.4.2.7.1.2.1.1.;;;;;;
турбоэлектроход;1.1.3.2.5.2.3.2.2.1.;;;;;;
турбюро;1.1.3.3.1.2.6.5.;;;;;;
туризм;1.2.1.6.4.4.1.2.4.5.;1.2.1.6.4.4.2.3.;;;;;
турист;1.1.1.2.1.1.1.2.4.2.8.1.2.1.1.;1.1.1.2.1.1.1.2.4.2.8.2.2.2.;;;;;
туристка;1.1.1.2.1.1.1.2.4.2.8.1.2.1.1.;1.1.1.2.1.1.1.2.4.2.8.2.2.2.;;;;;
турить;2.3.2.3.1.2.1.1.;;;;;;
турка;1.1.3.2.7.3.2.2.3.2.;;;;;;
турки;1.1.1.2.1.1.2.2.1.2.;;;;;;
туркменка;1.1.1.2.1.1.2.2.1.2.;;;;;;
туркмены;1.1.1.2.1.1.2.2.1.2.;;;;;;
турман;1.1.1.2.2.1.3.3.;;;;;;
турне;1.2.1.6.4.2.2.1.;1.2.1.6.4.4.2.3.;;;;;
турнепс;1.1.1.3.1.2.2.2.2.1.;;;;;;
турник;1.1.3.2.11.1.2.1.1.;;;;;;
турникет;1.1.3.2.2.1.3.1.1.4.;;;;;;
турнир;1.2.1.6.3.4.3.2.2.2.;1.2.1.6.4.4.1.2.5.2.;;;;;
турнюр;1.1.3.2.7.2.2.1.1.3.1.2.2.1.2.2.;;;;;;
турнюрчик;1.1.3.2.7.2.2.1.1.3.1.2.2.1.2.2.;;;;;;
турухтан;1.1.1.2.2.1.3.3.;;;;;;
турфирма;1.1.3.3.1.2.6.5.;;;;;;
турчанка;1.1.1.2.1.1.2.2.1.2.;;;;;;
тусклость;1.2.1.1.4.1.2.3.1.1.;1.2.1.1.4.1.2.3.2.2.;;;;;
тусоваться;2.3.4.5.1.2.;;;;;;
тусовка;1.2.1.6.4.4.2.4.5.;;;;;;
тут;1.1.1.3.1.2.1.2.1.2.1.5.;;;;;;
тута;1.1.1.3.1.2.1.2.1.2.1.5.;;;;;;
тутовник;1.1.1.3.1.2.1.2.1.2.1.5.;1.1.2.2.3.5.2.2.2.;;;;;
тутовод;1.1.1.2.1.1.1.2.4.2.7.1.4.2.1.;;;;;;
тутовые;1.1.1.3.1.2.1.1.;;;;;;
тутошний;1.1.1.2.1.1.1.2.1.2.2.;;;;;;
тутошняя;1.1.1.2.1.1.1.2.1.2.2.;;;;;;
туф;1.1.2.2.4.1.2.;;;;;;
туфельки;1.1.3.2.7.2.3.1.2.;;;;;;
туфли;1.1.3.2.7.2.3.1.2.;;;;;;
туфта;1.1.3.4.5.2.2.;1.2.2.2.2.;;;;;
тухлинка;1.2.1.1.4.1.3.3.;;;;;;
тухлятина;1.1.3.4.6.5.;;;;;;
тухлятинка;1.1.3.4.6.5.;;;;;;
тухнуть;2.2.8.;2.4.1.4.2.;;;;;
туча;1.1.2.2.2.3.3.2.;1.2.1.2.3.1.2.5.;;;;;
тучка;1.1.2.2.2.3.3.2.;;;;;;
тучнеть;2.4.2.1.3.;;;;;;
тучник;1.1.1.2.1.1.1.2.5.7.2.;;;;;;
тучность;1.2.1.1.4.2.1.1.2.;;;;;;
туш;1.2.1.5.2.1.3.3.4.1.2.;;;;;;
туша;1.1.1.2.1.1.1.2.5.5.;1.1.1.2.4.4.3.;1.1.3.2.7.1.1.2.2.5.1.1.;;;;
туше;1.2.1.5.2.1.3.3.3.;1.2.1.6.4.4.1.2.4.2.2.;;;;;
тушевать;2.3.3.1.2.3.1.2.2.1.;2.3.3.3.2.8.2.;2.3.5.2.4.1.5.;2.3.6.2.5.1.;;;
тушеваться;2.3.3.1.3.1.1.;;;;;;
тушевка;1.2.1.5.2.1.3.2.2.1.;;;;;;
тушенка;1.1.3.2.7.1.1.2.2.5.3.1.;;;;;;
тушеное;1.1.3.2.7.1.1.2.2.2.3.;;;;;;
тушить;2.3.5.2.2.9.1.1.2.;2.4.1.4.2.;;;;;
тушиться;2.3.5.2.2.9.1.1.2.;;;;;;
тушка;1.1.1.2.4.4.3.;1.1.3.2.7.1.1.2.2.5.1.1.;;;;;
тушканчик;1.1.1.2.2.1.2.6.2.;;;;;;
тушь;1.1.3.2.6.5.4.2.;1.3.2.7.3.4.3.2.;;;;;
тушь;1.2.1.5.2.1.3.2.1.2.2.;;;;;;
туя;1.1.1.3.1.2.1.2.1.4.2.;;;;;;
тщание;1.2.1.3.2.3.4.;;;;;;
тщеславие;1.2.1.3.2.3.14.;;;;;;
тщеславность;1.2.1.3.2.3.14.;;;;;;
тщиться;2.3.1.8.;;;;;;
тыкать;2.3.2.3.1.2.1.2.;2.3.3.3.2.7.2.1.;;;;;
тыкаться;2.3.3.1.2.3.1.3.1.2.;;;;;;
тыква;1.1.1.3.1.2.2.2.3.;;;;;;
тыква;1.1.3.2.7.1.1.2.2.6.1.;;;;;;
тыквенные;1.1.1.3.1.2.1.1.;;;;;;
тыквина;1.1.1.3.1.3.3.3.;;;;;;
тыквочка;1.1.1.3.1.2.2.2.3.;;;;;;
тыквочка;1.1.3.2.7.1.1.2.2.6.1.;;;;;;
тыковка;1.1.1.3.1.2.2.2.3.;;;;;;
тыковка;1.1.3.2.7.1.1.2.2.6.1.;;;;;;
тыковник;1.1.3.2.7.1.1.2.2.6.2.;;;;;;
тыл;1.1.3.3.2.5.;1.1.3.3.2.6.2.;1.1.3.4.3.2.2.;;;;
тыловик;1.1.1.2.1.1.1.2.4.2.6.4.;;;;;;
тын;1.1.3.2.2.1.4.2.;;;;;;
тысчонка;1.1.3.2.10.2.1.1.4.;;;;;;
тысяцкий;1.1.1.2.1.1.1.2.4.2.6.3.1.2.;;;;;;
тысяча;1.1.3.2.10.2.1.1.4.;1.2.1.1.3.4.1.1.2.2.1.;;;;;
тысячелетие;1.2.1.1.3.1.1.4.1.;1.2.1.1.3.1.1.4.2.1.;1.2.1.1.3.1.1.4.3.2.;;;;
тысячелистник;1.1.1.3.1.2.2.3.2.;1.1.3.2.7.1.2.1.;;;;;
тычинка;1.1.1.3.1.3.2.;;;;;;
тычок;1.1.3.4.2.1.2.;1.1.3.4.4.2.2.;1.2.1.3.2.4.2.7.4.;;;;
тьма;1.2.1.1.3.4.1.1.2.2.1.;1.2.1.1.4.3.2.1.;;;;;
тюбетеечка;1.1.3.2.7.2.4.1.;;;;;;
тюбетейка;1.1.3.2.7.2.4.1.;;;;;;
тюбик;1.1.3.2.7.3.2.2.1.2.;;;;;;
тюбинг;1.1.3.2.2.1.3.1.2.;;;;;;
тюбичек;1.1.3.2.7.3.2.2.1.2.;;;;;;
тюк;1.1.3.2.7.3.2.2.2.;;;;;;
тюкать;2.2.4.1.2.1.2.;2.2.4.2.2.2.;;;;;
тюкнуть;2.2.5.;;;;;;
тюленевые;1.1.1.2.2.1.2.5.1.;;;;;;
тюлененок;1.1.1.2.2.1.2.5.2.;;;;;;
тюленина;1.1.3.2.7.1.1.2.2.5.2.1.;;;;;;
тюлениха;1.1.1.2.2.1.2.5.2.;;;;;;
тюлень;1.1.1.2.1.1.1.2.2.2.3.1.12.;1.1.1.2.2.1.2.5.2.;;;;;
тюль;1.1.3.2.6.4.1.2.;;;;;;
тюлька;1.1.1.2.2.1.5.3.;1.1.3.2.7.1.1.2.2.5.5.1.;;;;;
тюльпан;1.1.1.3.1.2.2.3.1.;;;;;;
тюльпанчик;1.1.1.3.1.2.2.3.1.;;;;;;
тюнер;1.1.3.2.3.3.3.;;;;;;
тюник;1.1.3.2.7.2.2.1.1.3.2.4.;;;;;;
тюника;1.1.3.2.7.2.2.1.1.3.2.4.;;;;;;
тюрбан;1.1.3.2.7.2.4.1.;1.1.3.2.7.2.4.2.;;;;;
тюрбанчик;1.1.3.2.7.2.4.1.;1.1.3.2.7.2.4.2.;;;;;
тюремщик;1.1.1.2.1.1.1.2.3.3.4.2.;1.1.1.2.1.1.1.2.4.2.5.2.2.2.2.5.;;;;;
тюремщица;1.1.1.2.1.1.1.2.4.2.5.2.2.2.2.5.;;;;;;
тюрки;1.1.1.2.1.1.2.2.1.2.;;;;;;
тюркизм;1.2.1.5.2.1.2.1.2.3.1.3.4.;;;;;;
тюрколог;1.1.1.2.1.1.1.2.4.2.2.3.2.;;;;;;
тюркология;1.2.1.5.2.1.2.1.2.2.;;;;;;
тюрчанка;1.1.1.2.1.1.2.2.1.2.;;;;;;
тюрька;1.1.3.2.7.1.1.2.2.7.1.;;;;;;
тюрьма;1.1.3.3.1.2.2.2.1.3.;1.2.1.1.2.4.4.;;;;;
тюря;1.1.3.2.7.1.1.2.2.7.1.;;;;;;
тюряга;1.1.3.3.1.2.2.2.1.3.;;;;;;
тютькаться;2.3.3.2.1.3.3.2.1.;;;;;;
тютюн;1.1.3.2.7.1.2.2.;;;;;;
тюфяк;1.1.1.2.1.1.1.2.2.2.3.1.12.;1.1.3.2.7.3.2.5.2.;;;;;
тюфячок;1.1.1.2.1.1.1.2.2.2.3.1.12.;1.1.3.2.7.3.2.5.2.;;;;;
тючок;1.1.3.2.7.3.2.2.2.;;;;;;
тявканье;1.2.1.4.2.2.1.2.17.;;;;;;
тявкать;2.3.3.3.2.7.2.1.;;;;;;
тяга;1.1.3.2.5.2.1.1.;1.2.1.1.3.3.4.2.;1.2.1.1.3.4.2.1.;1.2.1.3.1.5.2.;;;
тягать;2.3.2.3.1.1.;;;;;;
тягаться;2.3.3.2.1.6.1.;2.3.5.2.4.5.2.2.;;;;;
тягач;1.1.3.2.5.5.;;;;;;
тягло;1.1.1.2.1.1.2.2.3.3.;1.1.1.2.2.1.1.3.2.;1.1.3.2.10.2.2.2.2.;;;;
тягомотина;1.2.2.2.2.;;;;;;
тягость;1.2.1.1.4.2.2.3.2.2.;1.2.1.2.1.3.4.2.;;;;;
тягота;1.2.1.2.1.3.4.2.;;;;;;
тяготение;1.2.1.1.4.3.3.;1.2.1.3.1.5.2.;;;;;
тяготеть;2.3.2.1.4.2.;;;;;;
тяготить;2.3.2.2.2.3.4.2.;;;;;;
тяготиться;2.3.2.2.2.3.4.1.;;;;;;
тяж;1.1.1.2.4.1.1.;1.1.3.2.3.6.12.;1.1.3.2.5.2.1.2.2.3.2.;;;;
тяжба;1.2.1.1.2.4.6.;1.2.1.6.4.3.2.4.1.;;;;;
тяжелеть;2.4.2.1.1.;;;;;;
тяжелоатлет;1.1.1.2.1.1.1.2.4.2.8.1.2.1.1.;;;;;;
тяжеловес;1.1.1.2.1.1.1.2.4.2.8.1.1.;;;;;;
тяжеловоз;1.1.1.2.2.1.2.4.2.;;;;;;
тяжелодум;1.1.1.2.1.1.1.2.2.2.1.2.;;;;;;
тяжесть;1.1.3.4.2.3.2.;1.2.1.1.3.4.2.1.;1.2.1.1.4.1.3.4.;1.2.1.1.4.2.2.3.2.2.;1.2.1.2.1.3.4.2.;1.2.1.3.2.2.1.4.;
тяжкодум;1.1.1.2.1.1.1.2.2.2.1.2.;;;;;;
тянусь;2.1.3.4.;;;;;;
тянуть;2.2.4.1.2.2.1.3.;2.3.1.14.3.;2.3.2.1.4.2.;2.3.2.3.1.3.;2.3.2.3.3.;2.3.3.1.3.2.1.;2.3.3.1.4.4.2.
тянуться;2.1.4.1.1.;2.2.4.1.2.1.7.;2.2.4.1.2.2.1.3.;2.2.4.1.2.2.3.1.;2.3.1.8.;2.3.2.3.3.;2.3.3.1.1.2.
тянучка;1.1.3.2.7.1.1.2.2.10.2.1.;;;;;;
тяпка;1.1.3.2.3.6.11.;1.1.3.2.7.3.2.2.3.2.;;;;;
тяпнуть;2.3.3.1.2.3.2.2.2.;2.3.3.3.2.6.1.;;;;;
тяпочка;1.1.3.2.3.6.11.;1.1.3.2.7.3.2.2.3.2.;;;;;
тятенька;1.1.1.2.1.1.1.2.3.3.5.1.2.;;;;;;
тятька;1.1.1.2.1.1.1.2.3.3.5.1.2.;;;;;;
тятя;1.1.1.2.1.1.1.2.3.3.5.1.2.;;;;;;
уазик;1.1.3.2.5.2.1.2.1.2.1.;;;;;;
убавить;2.3.1.2.1.3.;2.3.5.2.2.9.3.1.;2.3.5.2.4.6.1.2.;;;;
убаюкать;2.4.3.2.2.;;;;;;
убаюкивать;2.3.3.2.1.7.3.2.;;;;;;
убегать;2.2.10.1.;2.3.3.2.1.2.4.2.;;;;;
убедительность;1.2.1.2.1.2.2.3.;;;;;;
убедить;2.3.2.1.6.2.;2.3.3.3.2.1.2.2.;;;;;
убедиться;2.3.2.1.6.2.;;;;;;
убежать;2.2.9.1.1.1.2.2.3.;2.3.6.1.1.1.;;;;;
убеждение;1.2.1.3.1.2.4.2.;1.2.1.4.2.2.1.2.10.;;;;;
убежденность;1.2.1.3.1.1.3.2.;;;;;;
убежище;1.1.3.1.2.6.1.;1.1.3.2.2.8.3.;1.2.1.1.2.7.1.;;;;
уберечь;2.3.1.13.3.;2.3.3.2.1.3.3.1.;;;;;
убиваться;2.3.1.8.;2.3.2.2.2.3.4.1.;;;;;
убивец;1.1.1.2.1.1.1.2.3.3.2.6.5.3.;;;;;;
убивица;1.1.1.2.1.1.1.2.3.3.2.6.5.3.;;;;;;
убийство;1.2.1.6.3.2.3.2.2.4.;;;;;;
убийца;1.1.1.2.1.1.1.2.3.3.2.6.5.3.;;;;;;
убитая;1.1.1.2.1.1.1.2.5.7.3.;;;;;;
убитый;1.1.1.2.1.1.1.2.5.7.3.;;;;;;
убить;2.3.1.13.2.;2.3.1.16.;2.3.2.2.2.3.4.2.;2.3.5.3.1.3.2.;2.3.5.3.1.3.3.;2.3.7.1.10.2.;
ублаготворить;2.3.2.2.2.2.3.1.2.;2.3.3.2.1.3.2.1.1.;2.3.3.2.1.3.3.2.2.;;;;
ублаготвориться;2.3.2.2.2.2.3.1.1.;;;;;;
ублажать;2.3.3.2.1.3.3.2.2.;;;;;;
ублажить;2.3.2.2.2.2.3.1.2.;2.3.3.2.1.3.2.1.1.;;;;;
ублюдок;1.1.1.2.1.1.1.2.2.2.3.1.21.;1.1.1.2.1.1.1.2.3.3.5.1.3.;1.1.1.2.1.1.1.2.2.2.3.1.21.;1.1.1.2.2.1.1.2.1.;;;
убогая;1.1.1.2.1.1.1.2.5.7.2.;;;;;;
убогий;1.1.1.2.1.1.1.2.5.7.2.;;;;;;
убожество;1.2.1.1.4.2.1.1.1.;1.2.1.2.3.2.2.;1.2.2.2.2.;;;;
убор;1.1.3.2.7.2.1.;;;;;;
уборная;1.1.3.2.2.4.3.2.;1.1.3.2.2.7.1.2.;;;;;
уборочная;1.2.1.1.3.1.2.2.1.1.2.;;;;;;
уборщик;1.1.1.2.1.1.1.2.4.2.7.1.1.2.;1.1.1.2.1.1.1.2.4.2.7.4.2.2.;;;;;
уборщица;1.1.1.2.1.1.1.2.4.2.7.1.1.2.;1.1.1.2.1.1.1.2.4.2.7.4.2.2.;;;;;
убояться;2.3.2.2.2.3.5.1.;;;;;;
убранство;1.1.3.2.7.2.1.;1.1.3.4.5.4.1.;1.2.1.1.4.1.2.2.;;;;
убрать;2.3.1.15.1.;2.3.1.15.2.;2.3.5.2.2.5.1.1.3.1.;2.3.5.2.2.9.4.2.;2.3.5.2.2.9.5.2.;2.3.6.2.7.;2.4.1.4.4.
убраться;2.3.1.15.1.;2.3.5.2.2.9.4.2.;2.3.5.2.2.9.5.2.;;;;
убывать;2.2.8.;;;;;;
убыль;1.2.1.1.2.6.2.2.;1.2.1.1.3.4.1.1.2.3.1.;;;;;
убыстрить;2.3.1.14.1.3.;;;;;;
убыток;1.2.1.2.1.3.4.1.;;;;;;
убыть;2.3.1.15.2.;;;;;;
уважать;2.3.2.2.2.2.3.1.1.;2.3.2.2.2.2.4.;2.3.3.1.2.2.2.;;;;
уважение;1.2.1.2.1.3.5.;;;;;;
уважить;2.3.3.1.2.2.2.;2.3.3.2.1.3.2.1.1.;;;;;
увал;1.1.2.2.3.2.1.1.;;;;;;
увалень;1.1.1.2.1.1.1.2.2.2.3.1.12.;;;;;;
уварить;2.3.5.2.2.9.1.1.2.;;;;;;
уведомить;2.3.3.3.1.1.1.1.1.1.1.;;;;;;
уведомление;1.1.3.2.10.3.3.5.2.;1.2.1.4.2.3.1.2.;;;;;
увековечить;2.3.3.3.2.3.1.;2.3.4.1.1.;;;;;
увеличение;2.3.1.2.1.2.;;;;;;
увеличиваться;2.3.1.2.1.2.;;;;;;
увеличиваться;2.3.1.2.1.2.;;;;;;
увеличить;2.3.1.2.1.2.;;;;;;
увеличиться;2.3.1.2.1.2.;;;;;;
увенчаться;2.1.2.2.1.3.;;;;;;
увенчивать;2.2.4.1.2.2.3.2.;2.3.4.2.3.1.;;;;;
уверение;1.2.1.4.2.2.1.2.8.;;;;;;
уверенность;1.2.1.3.1.1.3.2.;;;;;;
уверить;2.3.2.1.6.2.;2.3.3.3.2.1.2.2.;2.3.3.3.2.2.3.1.;;;;
увериться;2.3.2.1.6.2.;;;;;;
увернуться;2.3.3.1.3.3.2.;;;;;;
уверовать;2.3.2.1.6.1.;;;;;;
увертка;1.2.1.3.2.4.2.6.3.;;;;;;
увертливость;1.2.1.3.2.3.19.;;;;;;
увертюра;1.2.1.5.2.1.3.3.4.1.2.;;;;;;
увеселение;1.2.1.6.4.4.2.4.4.;;;;;;
увеселять;2.3.2.2.2.2.1.2.;2.3.5.3.2.3.;;;;;
увести;2.3.3.1.4.4.2.;2.3.3.2.1.2.2.2.1.;;;;;
увечная;1.1.1.2.1.1.1.2.5.7.2.;;;;;;
увечный;1.1.1.2.1.1.1.2.5.7.2.;;;;;;
увечье;1.2.1.1.4.2.2.3.3.2.1.3.2.;;;;;;
увешать;2.2.4.1.2.2.3.3.;;;;;;
увещание;1.2.1.4.2.2.1.2.10.;;;;;;
увещать;2.3.3.3.2.1.2.2.;;;;;;
увещевание;1.2.1.4.2.2.1.2.10.;;;;;;
увещевать;2.3.3.3.2.1.2.2.;;;;;;
увиваться;2.3.3.1.2.3.1.2.4.;2.3.3.2.1.9.1.;;;;;
увиливать;2.3.3.1.3.3.2.;;;;;;
увлажнить;2.3.7.1.11.;;;;;;
увлечение;1.2.1.3.1.1.3.3.;1.2.1.3.1.5.2.;1.2.1.3.1.5.2.;;;;
увлечь;2.3.2.1.4.2.;2.3.2.2.2.1.1.2.;2.3.2.2.2.2.2.2.;2.3.2.2.2.2.3.1.2.;2.3.3.2.1.9.1.;;
увлечься;2.3.2.1.4.2.;2.3.2.2.2.1.1.1.;2.3.2.2.2.2.2.1.;2.3.2.2.2.2.3.1.1.;2.3.6.1.3.1.;;
уволить;2.3.3.2.1.3.2.2.1.;2.3.5.2.4.7.3.2.;2.3.5.2.4.8.1.2.;;;;
уволиться;2.3.5.2.4.7.3.2.;2.3.5.2.4.8.1.2.;;;;;
уволочь;2.3.3.1.4.4.2.;;;;;;
увольнение;1.2.1.6.4.2.2.4.;;;;;;
увольнительная;1.1.3.2.10.3.3.5.1.;;;;;;
уворовать;2.3.3.1.4.4.2.;;;;;;
увядание;1.2.1.1.2.6.2.2.;;;;;;
увядать;2.2.8.;;;;;;
угадать;2.3.2.1.2.5.;;;;;;
угадчик;1.1.1.2.1.1.1.2.3.3.4.12.2.2.;;;;;;
угадчица;1.1.1.2.1.1.1.2.3.3.4.12.2.2.;;;;;;
угар;1.1.2.2.5.2.;1.1.3.2.6.7.3.;;;;;
угар;1.2.1.1.4.2.2.3.3.2.1.1.;1.2.1.3.2.2.2.1.;;;;;
угасание;1.2.1.1.2.6.2.2.;;;;;;
угасать;2.2.8.;;;;;;
углеводород;1.1.2.1.3.2.3.2.2.2.;;;;;;
углеводы;1.1.2.1.3.2.3.2.2.1.;;;;;;
углевоз;1.1.3.2.5.2.3.2.2.2.;;;;;;
угледобыча;1.2.1.6.4.3.3.2.4.2.2.;;;;;;
углежог;1.1.1.2.1.1.1.2.4.2.7.1.5.3.;;;;;;
углекислота;1.1.2.1.3.2.3.2.2.2.;;;;;;
углепромышленность;1.2.1.6.4.3.3.2.4.2.2.;;;;;;
углерод;1.1.2.1.3.2.3.1.;;;;;;
угломер;1.1.3.2.3.4.4.2.;;;;;;
углубить;2.3.1.2.1.2.;;;;;;
углубиться;2.1.5.2.1.3.;2.2.4.1.2.2.3.2.;2.3.2.1.2.2.;;;;
углубление;1.1.3.4.4.2.2.;;;;;;
углубленность;1.2.1.3.1.1.3.4.;;;;;;
углядеть;2.3.2.1.3.3.;2.3.3.2.1.7.3.2.;;;;;
угнать;2.3.3.1.4.4.2.;;;;;;
угнегательница;1.1.1.2.1.1.1.2.3.3.4.2.;;;;;;
угнездиться;2.2.4.1.2.2.3.2.;;;;;;
угнетатель;1.1.1.2.1.1.1.2.3.3.4.2.;;;;;;
угнетать;2.3.2.1.2.1.;2.3.2.2.2.3.5.2.;2.3.3.2.1.4.4.2.;;;;
угнетение;1.2.1.3.2.2.1.7.;;;;;;
угнетенность;1.2.1.3.2.2.1.7.;;;;;;
уговор;1.2.1.4.2.2.1.2.8.;1.2.1.4.2.2.1.2.10.;;;;;
уговорить;2.3.3.3.2.1.2.2.;;;;;;
уговориться;2.3.3.3.2.2.1.;;;;;;
угодить;2.3.2.2.2.2.3.1.2.;2.3.3.2.1.3.2.1.1.;;;;;
угодливость;1.2.1.3.2.3.18.;;;;;;
угодник;1.1.1.2.1.1.1.2.2.2.3.1.16.;1.1.1.2.1.2.1.;;;;;
угодница;1.1.1.2.1.1.1.2.2.2.3.1.16.;1.1.1.2.1.2.1.;;;;;
угодничать;2.3.3.1.2.3.1.2.4.;;;;;;
угодничество;1.2.1.3.2.3.18.;;;;;;
угодье;1.1.3.1.3.1.1.;1.1.3.2.7.3.1.;;;;;
угождать;2.3.3.1.2.3.1.2.4.;2.3.3.2.1.3.3.2.2.;;;;;
